Question ID,Book,Subject,Class,Board/Program,Chapter Number,Chapter Name,Question Type,Difficulty,Question,Answer
55710,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,State and explain fleming's right hand rule for the direction of induced current.,"The direction of induced current in a straight conductor is given by Fleming's right hand rule. It states that if we spread the thumb, forefinger and the middle finger of our right hand at right angle to each another in such a way that the forefinger indicates in the direction of magnetic field, thumb, indicates in the direction of motion of conductor then the direction in which the middle finger points, gives the direction of induced current."
55711,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"Give reasons for the following:
(i) There is either a convergence or a divergence of magnetic field lines near the ends of a current carrying straight solenoid.
(ii) The current carrying solenoid when suspended freely rests along a particular direction.
(iii) The burnt out fuse should be replaced by another fuse of identical rating.","(i) One end of current carrying solenoid behaves as a magnetic north pole, while the other behaves as the south pole. Like in bar magnet, the field lines emerge from one end and merge into another. So, there is either a convergence at S-pole or a divergence from N-pole of magnetic field lines near the ends of solenoid.
(ii) A current carrying solenoid behaves like a bar magnet. We know that a freely suspended bar magnet aligns itself in the north-south direction. Hence, it rests along north-south direction when suspended freely.
(iii) Fuse of lower rating will blow off immediately (and require frequent replacements). Fuse of higher rating will not break the circuit, even in case of higher load. So, burnt out fuse should be replaced by another fuse of identical rating for electrical safety."
55712,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,What is the nature of magnetic field produced by a straight current carrying conductor? Explain with the help of an experiment.,"The magnetic field produced around a straight current carrying conductor is in the form of concentric circles with the centre lying on the straight conductor.
Take a copper wire AB. Pass it through a cardboard. Connect the wire to a battery through a key. Sprinkle some iron filings on the cardboard. Switch on the key and tap the cardboard gently. You will find that the iron filings arrange themselves in the form of concentric circles. Reverse the direction of current by changing the polarity of the battery. You will find that this time too, the iron filings arrange themselves in concentric circle but in opposite direction.
Hence, the magnetic field lines of force around a straight conductor carrying electric current are concentric circles with the conductor at the centre. The direction of magnetic field changes if the direction of current is reversed."
55713,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,Diagram below shows a circuit containing a coil wound over a long and thin hollow cardboard tube. Copy the diagram (i) Show the polarity acquired by each face of the solenoid. (ii) Draw the magnetic field lines of force inside the coil and also show their direction. (iii) Mention two methods to increase the strength of the magnetic field inside the coil.,"(i) The polarity acquired by the two ends is as shown below. (A shows North and B shows South polarity
(ii)
(iii) Increase the strength of current, increase the number of turns in the coil, insert soft iron rod in the coil."
55714,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"A straight conductor passes vertically through a cardboard sprinkled with iron filings. Show the setting of the iron filings when a weak current is passed in the downward direction. What changes occur if,
(i) the strength of the current is increased.
(ii) the single conductor is replaced by several parallel conductors with current flowing in the same. direction.","Figure shows the setting of the iron filings.
(i) The shape of distribution of iron filings remains unchanged but they get arranged upto a larger distance from the conductor when the strength of current is increased. This is because on increasing the strength of current, the strength of the magnetic field is increased and it is effective upto a larger distance from the conductor.
(ii) Magnetic field strength is increased so the iron filings get arranged upto a larger distance."
55715,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"The diagram shows a current carrying coil passing through a sheet of stiff cardboard. Draw three lines of magnetic field on the cardboard.
State two factors on which the magnitude of magnetic field at the centre of coil, depends.","Figure represents the magnetic lines of force due to current carrying coil.
The magnitude of magnetic field at the centre depends on (i) the strength of current in the coil and (ii) the radius of coil."
55716,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,Draw a labelled diagram to make an electromagnet from a soft iron bar. Mark the polarity at its ends. What precaution would you observe?,"The labelled diagram is shown in figure.
Precaution : The source of current must be the d.c. source."
55717,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,"What is an electric motor? With the help of diagram, explain its principle, construction and working.",(c)
55718,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,"What is D.C. generator? Explain its principle, construction and working with diagram.",(b)
55719,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,What does the direction of thumb indicate in the right hand thumb rule. In what way this rule is different from Fleming's left-hand rule?,(a)
55720,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,"Explain with the help of a diagram, the principle and working of an a.c. generator.","Principle: A dynamo or generator is a device which converts mechanical energy into electrical energy. It is based on the principle of electromagnetic induction.
Construction: It consists of four main parts-
(i) Field magnet: It produces the magnetic field. For a low power dynamo, the magnetic field in generated by a permanent magnet but for a large power dynamo, the magnetic field is produced by an electromagnet.
(ii) Armature: It consists of a large number of turns of insulated copper wire on a soft iron core. It can revolve round the axis between the two poles of the field magnet. The soft iron core provides support to the coils and increases the magnetic field through the coil.
(iii) Slip rings: The slip rings R1 and R2 are two metal rings to which the ends of the armature coil are connected. These rings are fixed to the shaft which rotates the armature coil so that the rings also rotate along with the armature.
(iv) Brushes ( B1 and B2 ): These are flexible metal plates or carbon rods which are fixed and constantly touch the revolving rings. The output current in external load resistance R1 is taken through these brushes.
Working: When the armature coil is rotated in the strong magnetic field, the magnetic flux linked the coil changes and the current is induced in the coil. The direction
of current is given by Flemming's right hand rule. It remains same during the first half turn of the armature. During the second half revolution, the direction of current is reversed.
If N is the number in the coil, f is the frequency of rotation, A is the area of the coil and B is the magnetic field intensity then induced e.m.f..
e= ? (d ?)/(d t) = (d)/(d t) (N B A cos 2 ? f t) = 2 ? N B A f sin 2 ? f t
Therefore, the e.m.f. produced is alternating in nature and the current is also alternating.
Current produced in a.c. generator can not be measured by moving coil galvanometer, because average value of a.c. over full cycle is zero."
55721,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,What are magnetic field lines? List three characteristics of these lines. Describe in brief an activity to study the magnetic field lines due to a current flowing in a circular coil.,"Magnetic field line is an imaginary curve, the tangent to which at any point gives us the direction of magnetic field at that point,
(i) Emerge at north pole and merge at south pole. Inside the magnet, the direction of field lines is from south pole of magnet to its north pole and are closed curves.
(ii) field lines are crowded at the points where the magnetic field is stronger, and vice-versa.
(iii) No two magnetic field lines can intersect each other, If intersects there will be two direction of field, which is impossible.
(i) Take a rectangular card board having two holes. Insert a circular coil having large number of turns through them, normal to the plane of cardboard.
(ii) Connect the end of the coil in series with a battery, a key and a rheostat as shown.
(iii) Sprinkle the iron fillings uniformly on the cardboard and plug the key.
(iv) Tap the cardboard gently a few times and note the pattern of iron fillings."
55722,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"The magnetic field lines associated with current carrying straight conductor is in anticlockwise direction. If the conductor was held horizontally along east-west direction, what is the direction of current through it? Explain it with the help of diagram. Name and state the rule applied to determine the direction of magnetic field. If the conductor is held vertically and current flows from north to south, what will be the direction of magnetic field lines. Draw diagram.","Direction of current will be from West to East, if we look conductor from right.
Maxwell's right hand thumb rule: If we hold the current carrying conductor in the palm of the right hand
(i)
(ii)
(a)
(b)
so that the thumb point the direction of flow of current, then the direction in which the fingers curl, gives the direction of magnetic field lines."
55723,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"(a) Magnetic field lines of two bar magnets A and B are as shown below. Name the poles of the magnets facing each other.
(b) Two magnetic field lines never intersect each other. why?
(c) How does the strength of the magnetic field at the centre of a current carrying circular coil depend on the
(i) radius of the coil,
(ii) number of turns in the coil, and
(iii) Strength of the current flowing in the coil?","(a) Both magnets facing each other are north poles.
(b) Intersection of magnetic field lines at a point means that the compass needle would point towards two directions at that point i.e we have two directions of the magnetic field at the same point, which is not possible.
(c) (i) Inversely proportional; more radius less strong magnetic field.
(ii) Directly proportional; more turns more strong magnetic field.
(iii) Directly proportional; more strength of current more strong magnetic field."
55724,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"(i) Identify the nature of poles ( X and Y ) of the magnets in a given figure.
(i)
(ii)
(ii) Draw field lines around a current carrying loop. What happens to the magnetic field lines due to a current carrying straight conductor when the current is reversed? State the rule which gives relation between of magnetic field lines and direction of current.","(i) The poles of the magnet shown in the given figure.
(ii)
when current is reversed, direction of magnetic field lines will change the direction
Direction of magnetic field easily found by applying the Right hand Thumb Rule. According to this rule, If we hold the current carrying conductor in right hand such that thumb is stretched along the direction of current, then fingers will warp around the wire in the direction of magnetic field."
55725,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,What is a solenoid? Draw the pattern of magnetic field lines of (i) a current carrying solenoid and (ii) a bar magnet. List two distinguishing features between the two fields.,"A solenoid is a long coil of wire wrapped in many turns. When a current passes through it, it creates a nearly uniform magnetic field inside.
Pattern of magnetic field lines of
(i) A current carrying solenoid
(ii) A Bar magnet-"
55726,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"When an electric current is passed through any wire, a magnetic field is produced around it. Then why an electric iron connecting cable does not attract nearby iron objects when electric current is switched on through it?",Because the strength of magnetic field produced by them is quite weak.
55727,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,The magnetic field lines come closer to one another near the poles of a magnet but they are widely separated at other places. Give reason.,"Where the magnetic field lines are closer together, it indicates a stronger magnetic field i.e., near the poles of the magnet and where magnetic field lines are widely separated, it indicates a weaker magnetic field."
55728,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"For the coil in the diagram below, when the switch is pressed:
(a) what is the polarity of end A ?
(b) which way will the compass point then?",(a) S-pole (b) Away from the end B because end B is a N -pole.
55729,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,How magnetism produced inside the human body?,"In the human body by the movement of charged particles i.e., ions, ionic currents are produced. Due to these electric or ionic currents, magnetic field or magnetism is produced inside the human body. The brain and the heart are the two main organs of the human body where the magnetic field produced is quite significant."
55730,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,If you hold a coil of wire next to a magnet no current will flow in the coil. Give reason.,Beause motion of the magnet into the coil and out of the coil.
55731,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,Why all the switches should be put in the live wire of the A.C. circuit?,Because when the switch is turned off the applicance gets disconnected from the live wire and there is no risk of electric shock.
55732,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Easy,"In a household circuits, is a fuse wire connected in series or in parallel? Why?","In series. So that when the fuse wire breaks, electricity supply is automatically switched off before any damage can be done to due rest of the electrical appliances being used."
55733,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,Which of the following circuits will still be dangerous even if the fuse blows off and electric iron stops working during a short circuit?,Circuit(B) still be dangerous even if the fuse blows off and electric iron stops working during a short circuit; because fuse is in live wire.
55734,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"A loop of irregular shape carrying current is located in an external magnetic field. If the wire is flexible, why does it change to a circular shape?","It assumes circular shape with its plane normal to the field to maximize flux, since for a given perimeter, a circle encloses greater area than any other shape."
55735,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,An electron does not suffer any deflection while passing through a region. Are you sure that there is no magnetic field? Is the reverse definite ?,"If electron passing through a certain region does not suffer any deflection, then we are not sure that there is no magnetic field in that region. This is due to that electron suffers no force when it moves parallel or antiparallel to magnetic field. Thus the magnetic field may exist parallel or antiparallel to the direction of motion of electron."
55736,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,Why is pure iron not used for making permanent magnets? Name one materials used for making permanent magnets. Describe how permanent magnets are made electrically. State two examples of electrical instruments made by using permanent magnets.,"Pure iron is not used for making permanent magnets because it cannot retain their magnetism for long time and used only for electromagnet since alloys of iron and steel have strongly magnetised and have a capacity to hold it for a longer time period, they are used for permanent magnets. Material used for permanent magnet-ALNICO. Formation of a permanent magnet electrically. Permanent magnets can be formed by placing a hard steel rod in the strong uniform magnetic field produced by the solenoid. Steels have the quality to retain its magnetism after switch off the solenoid current.
Permanent magnets are used in
(i) Galvanometer
(ii) Ammeter."
55737,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"How will the magnetic field intensity at the centre of a circular coil carrying current change, if the current through the coil is doubled and the radius is halved?",Four times
55738,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,"If your metal car moves over a wide, closed loop of wire embedded in a road surface, will the magnetic field of the earth within the loop be altered? Will this produce a current pulse? Can you think of a practical application for this at a traffic intersection?","Yes, our metal cars moving over a wide, closed loop of wire embedded in a road surface, change the magnetic field of the earth within the loop.
This change in the magnetic field induces currents in the wire loops and a current pulse is produced.
At a traffic intersection, the color of the traffic light changes as a result of these current pulses."
55739,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Case Study,Moderate,The closed loop PQRS is moving into a uniform magnetic field acting at right angles to the plane of the paper as shown in the following figure. State the direction in which the induced current flows in the loop.,The direction of induced current will be anti-clockwise i.e. along PSRQP. This is given by Flemming's right hand rule.
55740,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Read the following and answer any 4 questions from (i) to (v).
A solenoid is a long helical coil of wire through which a current is run in order to create a magnetic field. The magnetic field of the solenoid is the superposition of the fields due to the current through each coil. It is nearly uniform inside the solenoid and close to zero outside and is similar to the field of a bar magnet having a north pole at one end and a south pole at the other depending upon the direction of current flow. The magnetic field
produced in the solenoid is dependent on a few factors such as, the current in the coil, number of turns per unit length etc. The following graph is obtained by a researcher while doing an experiment to see the variation of the magnetic field with respect to the current in the solenoid. The unit of magnetic field as given in the graph attached is in milli-Tesla (mT) and the current is given in Ampere.
(i) What type of energy conversion is observed in a linear solenoid?
(a) Mechanical to Magnetic
(b) Electrical to Magnetic
(c) Electrical to Mechanical
(d) Magnetic to Mechanical
(ii) What will happen if a soft iron bar is placed inside the solenoid?
(a) The bar will be electrocuted resulting in short-circuit.
(b) The bar will be magnetised as long as there is current in the circuit.
(c) The bar will be magnetised permanently.
(d) The bar will not be affected by any means.
(iii) The magnetic field lines produced inside the solenoid are similar to that of ...
(a) a bar magnet 10
(b) a straight current carrying conductor
(c) a circular current carrying loop
(d) electromagnet of any shape
(iv) After analysing the graph a student writes the following statements.
I. The magnetic field produced by the solenoid is inversely proportional to the current.
II. The magnetic field produced by the solenoid is directly proportional to the current.
III. The magnetic field produced by the solenoid is directly proportional to square of the current.
IV. The magnetic field produced by the solenoid is independent of the current.
Choose from the following which of the following would be the correct statement(s).
(a) Only IV
(b) I and III and IV
(c) I and II
(d) Only II
(v) From the graph deduce which of the following statements is correct.
(a) For a current of 0.8 A the magnetic field is 13 mT
(b) For larger currents, the magnetic field increases non-linearly.
(c) For a current of 0.8 A the magnetic field is 1.3 mT
(d) There is not enough information to find the magnetic field corresponding to 0.8 A current.","(i) (c) Electrical to Mechanical
(ii) (b) The bar will be magnetised as long as there is current in the circuit.
(iii) (a) A bar magnet
(iv) (d) Only II
(v) (a) For a current of 0.8 A the magnetic field is 13 mT"
55741,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Read the following and answer any four questions from 2 (i) to 2 (v).
For a conductor of length L carrying a current of I in a field B the force experienced by the conductor F ? = I L ? × B ?
If the current-carrying conductor in the form of a loop of any arbitrary shape is placed in a uniform field, then, F ? = 0 i.e., the net magnetic force on a current loop in a uniform magnetic field is always zero. Here it must be kept in mind that in this situation different parts of the loop may experience elemental force due to which the loop may be under tension or may experience a torque. Direction of force can be determined by fleming's left hand rule, right hand palm rule or screw rule.
(i) The direction of induced current is obtained by
(a) Fleming's left hand rule
(b) Maxwell's cork-screw rule
(c) Ampere's rule
(d) Fleming's right hand rule
(ii) An electron moving with uniform velocity in x-direction enters a region of uniform magnetic field along y-direction. Which of the following physical quantity(ies) is (are) non-zero and remain constant?
I. Velocity of the electron
II. Magnitude of the momentum of the electron.
III. Force on the electron.
IV. The kinetic energy of electron.
(a) Only I and II.
(b) Only III and IV.
(c) All four
(d) Only II and IV.
(iii) Which of the following can produce a magnetic field?
(a) Electric charges at rest
(b) Electric charges in motion
(c) Only by permanent magnets
(d) Electric charges whether at rest or in motion
(iv) A wire is lying horizontally in the north-south direction and there is a horizontal magnetic field pointing towards the east. Some positive charges in the wire move north and an equal number of negative charges move south. The direction of force on the wire will be","(i) (d) Fleming's right hand rule.
(ii) (d) Velocity and force change due to change in direction but magnitude of PE and KE of electron remain constant speed is constant.
(iii) (b) Magnetic field (B) is produced by moving charge.
(iv) (b) According to Fleming's left hand rule the direction of force on the wire will be down into the page.
(v) (c) A long coil of finite length of wire carrying current consisting of closely packed loops is called solenoid whose magnetic field resembles that of a bar magnet."
55742,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Exercise Question,Easy,The vertical plane which passes through the magnetic The similar magnets of steel are _ _ _ _ than the magnets of soft iron,The vertical plane which passes through the magnetic The similar magnets of steel are _ _ _ _ than the magnets of soft iron
55743,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The angle of inclination of the axis of the magnetic needle to the horizontal plane when suspended freely and is at rest is known as
(a) angle of inclination
(b) angle of variation
(c) angle of declination
(d) none of the above","The angle of inclination of the axis of the magnetic needle to the horizontal plane when suspended freely and is at rest is known as
(a) angle of inclination
(b) angle of variation
(c) angle of declination
(d) none of the above"
55744,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Which of the following statement is not correct?
(a) The dip angle is the angle between the horizontal and earth's total magnetic field.
(b) Neutral points are obtained where the earth's magnetic field is perpendicular to that due to a magnet
(c) A magnetic field is a region in which a magnetic force can be detected.
(d) Magnetic fields are vector quantities","Which of the following statement is not correct?
(a) The dip angle is the angle between the horizontal and earth's total magnetic field.
(b) Neutral points are obtained where the earth's magnetic field is perpendicular to that due to a magnet
(c) A magnetic field is a region in which a magnetic force can be detected.
(d) Magnetic fields are vector quantities"
55745,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"When a bar magnet is broken into two pieces?
(a) we will have a single pole on each piece
(b) each piece will have two like poles
(c) each piece will have two unlike poles
(d) each piece will be lose magnetism","When a bar magnet is broken into two pieces?
(a) we will have a single pole on each piece
(b) each piece will have two like poles
(c) each piece will have two unlike poles
(d) each piece will be lose magnetism"
55746,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The permanent magnets are kept with soft iron pieces at ends as keepers
(a) to magnetise the soft iron pieces
(b) to increase the strength of the magnets
(c) to avoid self demagnetisation
(d) for physical safety of the magnets","The permanent magnets are kept with soft iron pieces at ends as keepers
(a) to magnetise the soft iron pieces
(b) to increase the strength of the magnets
(c) to avoid self demagnetisation
(d) for physical safety of the magnets"
55747,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The vertical component of the earth's magnetic field is
(a) zero at the magnetic pole
(b) zero at the geographic pole
(c) same everywhere
(d) zero at the magnetic equator","The vertical component of the earth's magnetic field is
(a) zero at the magnetic pole
(b) zero at the geographic pole
(c) same everywhere
(d) zero at the magnetic equator"
55748,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Two solenoids of equal number of turns have their lengths and radii in the same ratio 1: 2. The ratio of their self inductances will be
(a) 1: 2
(b) 2: 1
(c) 1: 1
(d) 1: 4","Two solenoids of equal number of turns have their lengths and radii in the same ratio 1: 2. The ratio of their self inductances will be
(a) 1: 2
(b) 2: 1
(c) 1: 1
(d) 1: 4"
55749,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Whenever the magnetic flux linked with a coil changes, an induced e.m.f. is produced in the circuit. The e.m.f. lasts
(a) for a short time
(c) for ever
(d) so long as the change in flux takes place
(a) for a short time
(b) for a long time","Whenever the magnetic flux linked with a coil changes, an induced e.m.f. is produced in the circuit. The e.m.f. lasts
(a) for a short time
(c) for ever
(d) so long as the change in flux takes place
(a) for a short time
(b) for a long time"
55750,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A magnet is moved towards a coil (i) quickly (ii) slowly, then the induced e.m.f. is
(a) larger in case (i)
(b) smaller in case (i)
(c) equal in both the cases
(d) larger or smaller depending upon the radius of the coil
(a)
(a) larger in case (i)?
(i)
(d) larger or smaller depending upon the radius of the coll","A magnet is moved towards a coil (i) quickly (ii) slowly, then the induced e.m.f. is
(a) larger in case (i)
(b) smaller in case (i)
(c) equal in both the cases
(d) larger or smaller depending upon the radius of the coil
(a)
(a) larger in case (i)?
(i)
(d) larger or smaller depending upon the radius of the coll"
55751,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Easy,"Lenz's law is a consequence of the law of conservation of
(a) charge
(b) mass
(c) energy
(d) momentum
e ? (b) mass 12","a (c)
L
"""
55752,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Easy,"a (c)
L
""","a (c)
L
"""
55753,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The laws of electromagnetic induction have been used in the construction of a
(a) galvanometer
(b) voltmeter
(c) electric motor
(d) generator","The laws of electromagnetic induction have been used in the construction of a
(a) galvanometer
(b) voltmeter
(c) electric motor
(d) generator"
55754,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Whenever, current is changed in a coil, an induced e.m.f. is produced in the same coil. This property of the coil is due to
(a) mutual induction
(b) self induction
(c) eddy currents
(d) hysteresis","Whenever, current is changed in a coil, an induced e.m.f. is produced in the same coil. This property of the coil is due to
(a) mutual induction
(b) self induction
(c) eddy currents
(d) hysteresis"
55755,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Two coils are placed close to each other. The mutual inductance of the pair of coils depends upon
(a) relative position and orientation of the two coils.
(b) the materials of the wires of the coils.
(c) the currents in the two coils
(d) the rates at which currents are changing in the two coils","Two coils are placed close to each other. The mutual inductance of the pair of coils depends upon
(a) relative position and orientation of the two coils.
(b) the materials of the wires of the coils.
(c) the currents in the two coils
(d) the rates at which currents are changing in the two coils"
55756,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The diagram below shows two circular loops of wire ( A and B ) centred on and perpendicular to the X-axis and oriented with their planes parallel to each other. The Y-axis passes vertically through loop A (dashed line). There is a current IB in loop B as shown in the diagram. Possible actions which we might perform on loop A are
[KVPY]
(I) move A to the right along X-axis closer to B
(II) move A to the left along X-axis away from B
(III) as viewed from above, rotate A clockwise about Y-axis
(IV) as viewed from above, rotate A anti-clockwise about Y-axis
Which of the actions will induce a current in A only in the direction shown?
(a) Only (I)
(b) Only (II)
(c) Only (I) and (IV)
(d) Only (II) and (III)","The diagram below shows two circular loops of wire ( A and B ) centred on and perpendicular to the X-axis and oriented with their planes parallel to each other. The Y-axis passes vertically through loop A (dashed line). There is a current IB in loop B as shown in the diagram. Possible actions which we might perform on loop A are
[KVPY]
(I) move A to the right along X-axis closer to B
(II) move A to the left along X-axis away from B
(III) as viewed from above, rotate A clockwise about Y-axis
(IV) as viewed from above, rotate A anti-clockwise about Y-axis
Which of the actions will induce a current in A only in the direction shown?
(a) Only (I)
(b) Only (II)
(c) Only (I) and (IV)
(d) Only (II) and (III)"
55757,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Two identical wires A and B , each of length ' l ', carry the same current I. Wire A is bent into a circle of radius R and wire B is bent to form a square of side ' a '. If BA and BB are the values of magnetic field at the centres of the circle and square respectively, then the ratio BA/BB is:
[NTSE]
(a) ?²/16
(b) (?²)/(8 ?(2))
(c) ?²/8
(d) (?²)/(16 ?(2))","Two identical wires A and B , each of length ' l ', carry the same current I. Wire A is bent into a circle of radius R and wire B is bent to form a square of side ' a '. If BA and BB are the values of magnetic field at the centres of the circle and square respectively, then the ratio BA/BB is:
[NTSE]
(a) ?²/16
(b) (?²)/(8 ?(2))
(c) ?²/8
(d) (?²)/(16 ?(2))"
55758,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A square loop ABCD carrying a current i , is placed near and coplanar with a long straight conductor XY carrying a current I, the net force on the loop will be :
[JSTSE]
(a) (2 ?0 I i)/(3 ?)
(b) (?0 I i)/(2 ?)
(c) (2 ?0 I i L)/(3 ?)
(d) (?0 I i L)/(2 ?)","A square loop ABCD carrying a current i , is placed near and coplanar with a long straight conductor XY carrying a current I, the net force on the loop will be :
[JSTSE]
(a) (2 ?0 I i)/(3 ?)
(b) (?0 I i)/(2 ?)
(c) (2 ?0 I i L)/(3 ?)
(d) (?0 I i L)/(2 ?)"
55759,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A bar magnet placed in non - uniform magnetic field experiences
[NTSE]
(a) only torque
(b) only force
(c) both torque and force
(d) neither force not torque","A bar magnet placed in non - uniform magnetic field experiences
[NTSE]
(a) only torque
(b) only force
(c) both torque and force
(d) neither force not torque"
55760,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"An arrangement of three parallel straight wires placed perpendicular to plane of paper carrying same current 'I along the same direction is shown in fig. Magnitude of force per unit length on the middle wire ' B ' is given by
[JSTSE]
(a) (2 ?0 i²)/(? d)
(b) (?(2) ?0 i²)/(? d)
(c) (?0 i²)/(?(2) ? d)
(d) (?0 i²)/(2 ? d)","An arrangement of three parallel straight wires placed perpendicular to plane of paper carrying same current 'I along the same direction is shown in fig. Magnitude of force per unit length on the middle wire ' B ' is given by
[JSTSE]
(a) (2 ?0 i²)/(? d)
(b) (?(2) ?0 i²)/(? d)
(c) (?0 i²)/(?(2) ? d)
(d) (?0 i²)/(2 ? d)"
